NAME,B02001_001E,B02001_002E,B02001_003E,B02001_004E,B19001_001E,B19001_002E,B22003_001E,state,county,tract,block group
"Block Group 3, Census Tract 142, Onondaga County, New York",1618,1549,0,0,619,37,,36,067,014200,3
"Block Group 2, Census Tract 142, Onondaga County, New York",1148,990,98,0,631,80,,36,067,014200,2
"Block Group 1, Census Tract 145, Onondaga County, New York",2203,2028,60,0,968,21,,36,067,014500,1
"Block Group 1, Census Tract 160.02, Onondaga County, New York",1473,1351,12,0,539,0,,36,067,016002,1
"Block Group 3, Census Tract 10, Onondaga County, New York",1581,1058,523,0,655,64,,36,067,001000,3
"Block Group 1, Census Tract 17.02, Onondaga County, New York",944,589,355,0,417,13,,36,067,001702,1
"Block Group 2, Census Tract 36.02, Onondaga County, New York",1038,344,568,0,365,13,,36,067,003602,2
"Block Group 1, Census Tract 36.02, Onondaga County, New York",1292,504,613,0,583,38,,36,067,003602,1
"Block Group 3, Census Tract 128, Onondaga County, New York",1204,1153,32,0,519,9,,36,067,012800,3
"Block Group 1, Census Tract 167, Onondaga County, New York",1402,1372,0,0,586,10,,36,067,016700,1
"Block Group 2, Census Tract 167, Onondaga County, New York",1062,1042,1,18,480,6,,36,067,016700,2
"Block Group 1, Census Tract 169.01, Onondaga County, New York",1367,1311,1,27,522,11,,36,067,016901,1
"Block Group 2, Census Tract 169.01, Onondaga County, New York",1336,1286,27,3,541,26,,36,067,016901,2
"Block Group 2, Census Tract 8, Onondaga County, New York",1481,454,783,0,474,82,,36,067,000800,2
"Block Group 1, Census Tract 8, Onondaga County, New York",1309,908,81,0,510,13,,36,067,000800,1
"Block Group 2, Census Tract 112.42, Onondaga County, New York",1229,1156,52,0,389,0,,36,067,011242,2
"Block Group 4, Census Tract 112.42, Onondaga County, New York",2802,2222,298,21,922,26,,36,067,011242,4
"Block Group 2, Census Tract 125, Onondaga County, New York",1706,1569,48,21,748,55,,36,067,012500,2
"Block Group 3, Census Tract 125, Onondaga County, New York",1170,1061,16,0,501,0,,36,067,012500,3
"Block Group 4, Census Tract 131, Onondaga County, New York",1357,1269,35,0,506,33,,36,067,013100,4
"Block Group 3, Census Tract 131, Onondaga County, New York",1194,1097,43,0,483,0,,36,067,013100,3
"Block Group 2, Census Tract 131, Onondaga County, New York",1196,1004,183,0,472,17,,36,067,013100,2
"Block Group 1, Census Tract 154, Onondaga County, New York",1275,1169,94,0,635,11,,36,067,015400,1
"Block Group 2, Census Tract 154, Onondaga County, New York",1493,1493,0,0,590,0,,36,067,015400,2
"Block Group 1, Census Tract 165.02, Onondaga County, New York",911,903,8,0,399,9,,36,067,016502,1
"Block Group 2, Census Tract 165.02, Onondaga County, New York",1236,1138,42,7,606,5,,36,067,016502,2
"Block Group 3, Census Tract 165.02, Onondaga County, New York",1161,1131,0,0,404,5,,36,067,016502,3
"Block Group 1, Census Tract 15, Onondaga County, New York",1593,844,378,0,540,35,,36,067,001500,1
"Block Group 2, Census Tract 15, Onondaga County, New York",1397,512,306,10,350,45,,36,067,001500,2
"Block Group 2, Census Tract 103.22, Onondaga County, New York",1206,1070,136,0,490,0,,36,067,010322,2
"Block Group 2, Census Tract 104, Onondaga County, New York",2419,2371,42,0,840,12,,36,067,010400,2
"Block Group 2, Census Tract 105, Onondaga County, New York",1290,1151,79,0,444,15,,36,067,010500,2
"Block Group 1, Census Tract 107, Onondaga County, New York",776,667,57,10,357,12,,36,067,010700,1
"Block Group 2, Census Tract 27, Onondaga County, New York",699,546,118,0,327,49,,36,067,002700,2
"Block Group 1, Census Tract 110.21, Onondaga County, New York",1777,1535,189,0,614,39,,36,067,011021,1
"Block Group 4, Census Tract 54, Onondaga County, New York",650,63,574,0,234,40,,36,067,005400,4
"Block Group 3, Census Tract 54, Onondaga County, New York",598,166,426,6,202,29,,36,067,005400,3
"Block Group 3, Census Tract 60, Onondaga County, New York",1628,705,847,0,654,21,,36,067,006000,3
"Block Group 1, Census Tract 106, Onondaga County, New York",1045,938,71,36,474,15,,36,067,010600,1
"Block Group 4, Census Tract 111.01, Onondaga County, New York",540,450,52,0,187,0,,36,067,011101,4
"Block Group 1, Census Tract 111.02, Onondaga County, New York",701,520,106,0,371,0,,36,067,011102,1
"Block Group 1, Census Tract 112.41, Onondaga County, New York",944,911,0,0,341,11,,36,067,011241,1
"Block Group 3, Census Tract 112.42, Onondaga County, New York",1750,1244,454,0,648,0,,36,067,011242,3
"Block Group 1, Census Tract 125, Onondaga County, New York",772,752,6,0,349,0,,36,067,012500,1
"Block Group 1, Census Tract 131, Onondaga County, New York",820,812,0,0,349,19,,36,067,013100,1
"Block Group 2, Census Tract 139, Onondaga County, New York",1268,1118,80,0,450,9,,36,067,013900,2
"Block Group 3, Census Tract 154, Onondaga County, New York",1040,903,0,0,427,24,,36,067,015400,3
"Block Group 4, Census Tract 165.02, Onondaga County, New York",1083,1057,11,0,400,0,,36,067,016502,4
"Block Group 3, Census Tract 160.01, Onondaga County, New York",971,869,0,27,400,10,,36,067,016001,3
"Block Group 1, Census Tract 39, Onondaga County, New York",726,75,496,16,208,40,,36,067,003900,1
"Block Group 1, Census Tract 103.22, Onondaga County, New York",2393,2304,0,0,839,8,,36,067,010322,1
"Block Group 1, Census Tract 148, Onondaga County, New York",596,536,42,0,239,0,,36,067,014800,1
"Block Group 1, Census Tract 168.02, Onondaga County, New York",1085,1081,0,0,372,0,,36,067,016802,1
"Block Group 1, Census Tract 34, Onondaga County, New York",1437,490,549,7,715,222,,36,067,003400,1
"Block Group 2, Census Tract 48, Onondaga County, New York",789,683,68,18,398,18,,36,067,004800,2
"Block Group 1, Census Tract 55, Onondaga County, New York",751,247,323,0,375,84,,36,067,005500,1
"Block Group 1, Census Tract 56.01, Onondaga County, New York",1466,1162,130,0,675,71,,36,067,005601,1
"Block Group 3, Census Tract 143, Onondaga County, New York",980,911,23,0,416,0,,36,067,014300,3
"Block Group 1, Census Tract 147, Onondaga County, New York",1067,1061,6,0,360,7,,36,067,014700,1
"Block Group 3, Census Tract 147, Onondaga County, New York",1051,745,217,0,417,0,,36,067,014700,3
"Block Group 1, Census Tract 152.02, Onondaga County, New York",2228,1879,7,0,778,0,,36,067,015202,1
"Block Group 2, Census Tract 3, Onondaga County, New York",760,322,278,5,297,10,,36,067,000300,2
"Block Group 3, Census Tract 6, Onondaga County, New York",722,225,329,0,301,53,,36,067,000600,3
"Block Group 3, Census Tract 18, Onondaga County, New York",1429,1080,119,8,691,0,,36,067,001800,3
"Block Group 2, Census Tract 112.01, Onondaga County, New York",898,806,72,0,352,23,,36,067,011201,2
"Block Group 1, Census Tract 14, Onondaga County, New York",1092,259,178,0,277,25,,36,067,001400,1
"Block Group 4, Census Tract 19, Onondaga County, New York",802,795,7,0,434,9,,36,067,001900,4
"Block Group 2, Census Tract 23, Onondaga County, New York",777,433,138,27,491,146,,36,067,002300,2
"Block Group 2, Census Tract 42, Onondaga County, New York",1403,226,1039,0,430,122,,36,067,004200,2
"Block Group 3, Census Tract 61.01, Onondaga County, New York",1345,378,783,7,607,133,,36,067,006101,3
"Block Group 3, Census Tract 14, Onondaga County, New York",920,278,39,0,205,0,,36,067,001400,3
"Block Group 1, Census Tract 103.21, Onondaga County, New York",1221,1162,0,0,436,0,,36,067,010321,1
"Block Group 1, Census Tract 119, Onondaga County, New York",1066,1026,7,0,413,44,,36,067,011900,1
"Block Group 1, Census Tract 126, Onondaga County, New York",795,785,0,0,298,0,,36,067,012600,1
"Block Group 3, Census Tract 134, Onondaga County, New York",1145,1101,0,0,557,97,,36,067,013400,3
"Block Group 4, Census Tract 134, Onondaga County, New York",1473,1259,80,0,727,20,,36,067,013400,4
"Block Group 2, Census Tract 138, Onondaga County, New York",807,800,0,0,354,5,,36,067,013800,2
"Block Group 2, Census Tract 166, Onondaga County, New York",1403,1390,0,0,556,0,,36,067,016600,2
"Block Group 1, Census Tract 124, Onondaga County, New York",1284,1158,47,7,590,37,,36,067,012400,1
"Block Group 2, Census Tract 17.02, Onondaga County, New York",1609,1322,176,54,637,67,,36,067,001702,2
"Block Group 4, Census Tract 150, Onondaga County, New York",1199,1066,7,0,428,15,,36,067,015000,4
"Block Group 3, Census Tract 136, Onondaga County, New York",1491,1384,21,0,718,17,,36,067,013600,3
"Block Group 3, Census Tract 35, Onondaga County, New York",806,354,352,38,428,148,,36,067,003500,3
"Block Group 2, Census Tract 101, Onondaga County, New York",1713,1647,0,0,710,48,,36,067,010100,2
"Block Group 2, Census Tract 110.11, Onondaga County, New York",954,765,62,0,595,9,,36,067,011011,2
"Block Group 1, Census Tract 1, Onondaga County, New York",749,603,111,0,520,47,,36,067,000100,1
"Block Group 3, Census Tract 51, Onondaga County, New York",777,207,514,0,248,43,,36,067,005100,3
"Block Group 2, Census Tract 120, Onondaga County, New York",1722,1664,15,14,677,40,,36,067,012000,2
"Block Group 3, Census Tract 120, Onondaga County, New York",921,877,9,0,368,48,,36,067,012000,3
"Block Group 2, Census Tract 151, Onondaga County, New York",605,591,0,0,293,87,,36,067,015100,2
"Block Group 1, Census Tract 162, Onondaga County, New York",668,433,85,142,294,35,,36,067,016200,1
"Block Group 2, Census Tract 45, Onondaga County, New York",1277,1109,40,0,588,25,,36,067,004500,2
"Block Group 1, Census Tract 110.22, Onondaga County, New York",2121,1970,92,0,792,30,,36,067,011022,1
"Block Group 2, Census Tract 130, Onondaga County, New York",984,669,129,29,369,42,,36,067,013000,2
"Block Group 4, Census Tract 130, Onondaga County, New York",724,677,38,0,398,13,,36,067,013000,4
"Block Group 4, Census Tract 157, Onondaga County, New York",2409,2065,0,0,733,0,,36,067,015700,4
"Block Group 1, Census Tract 128, Onondaga County, New York",897,851,0,0,350,25,,36,067,012800,1
"Block Group 3, Census Tract 163, Onondaga County, New York",1261,937,205,6,257,0,,36,067,016300,3
"Block Group 4, Census Tract 163, Onondaga County, New York",718,614,16,0,380,77,,36,067,016300,4
"Block Group 1, Census Tract 103.01, Onondaga County, New York",641,641,0,0,232,15,,36,067,010301,1
"Block Group 1, Census Tract 105, Onondaga County, New York",1181,1148,25,0,451,5,,36,067,010500,1
"Block Group 2, Census Tract 133, Onondaga County, New York",720,685,0,0,398,58,,36,067,013300,2
"Block Group 3, Census Tract 110.12, Onondaga County, New York",1478,1227,96,11,925,49,,36,067,011012,3
"Block Group 1, Census Tract 168.01, Onondaga County, New York",735,726,0,0,297,20,,36,067,016801,1
